month,mine_id,mine_name,province,district,miner_type,license_status,mine_latitude,mine_longitude,nearest_fidelity_office,distance_to_fidelity_km,nearest_border_post,distance_to_border_km,ore_processed_tonnes,ore_grade_gpt,recovery_rate_pct,estimated_gold_yield_kg,official_delivery_kg,delivery_gap_kg,payment_delay_days,gold_price_usd,fx_market_rate,inflation_rate,rainfall_mm,national_gap_ratio,mirror_trade_gap_ratio,policy_shock_flag,formal_delivery_attractiveness_score,macro_instability_index,risk_flag
2021-02,MINE_066,Kadoma ASM Cluster 066,Mashonaland West,Kadoma,ASM,Licensed,-17.96519902931984,29.82056889244181,Kadoma,42.0,Chirundu,240.3,6.39,4.41,66.0,0.019,0.015,0.004,5,1743.89,127.06,293.15,181.2,0.13,0.295,0,96.6,30.59,0
2021-02,MINE_067,Gwanda Gold Mine 067,Matabeleland South,Gwanda,LSM,Licensed,-21.318691114117833,29.542077729190552,Gwanda,72.5,Beitbridge,112.2,21.76,3.27,73.8,0.053,0.029,0.024,44,1743.89,127.06,293.15,179.7,0.13,0.295,0,51.5,30.59,1
2021-02,MINE_068,Kwekwe ASM Cluster 068,Midlands,Kwekwe,ASM,Informal,-19.275827270270142,30.264980321505263,Kwekwe,63.4,Mutare,269.1,8.85,3.24,82.9,0.024,0.008,0.016,40,1743.89,127.06,293.15,180.8,0.13,0.295,0,37.3,30.59,1
2021-02,MINE_069,Kwekwe Gold Mine 069,Midlands,Kwekwe,LSM,Licensed,-19.23497598770087,29.7033815451383,Kwekwe,35.9,Plumtree,251.5,9.85,3.4,68.3,0.023,0.014,0.008,22,1743.89,127.06,293.15,190.1,0.13,0.295,0,80.8,30.59,0
2021-02,MINE_070,Kwekwe ASM Cluster 070,Midlands,Kwekwe,ASM,Informal,-18.755944834789098,29.430740705069812,Kwekwe,46.3,Plumtree,262.7,7.07,1.56,80.9,0.009,0.006,0.003,8,1743.89,127.06,293.15,175.2,0.13,0.295,0,72.7,30.59,0
2021-02,MINE_071,Mutare Gold Mine 071,Manicaland,Mutare,LSM,Licensed,-18.631762019618762,32.69214282628472,Mutare,37.6,Mutare,37.6,20.75,6.44,58.0,0.078,0.06,0.017,19,1743.89,127.06,293.15,178.2,0.13,0.295,0,83.5,30.59,0
2021-02,MINE_072,Gwanda ASM Cluster 072,Matabeleland South,Gwanda,ASM,Licensed,-21.482244970368367,29.45539015755969,Gwanda,77.9,Beitbridge,101.8,4.26,3.69,65.1,0.01,0.009,0.002,30,1743.89,127.06,293.15,175.4,0.13,0.295,0,64.4,30.59,0
2021-02,MINE_073,Gwanda ASM Cluster 073,Matabeleland South,Gwanda,ASM,Cooperative,-20.92203516172547,29.63454686153319,Gwanda,69.4,Beitbridge,149.7,3.04,2.24,80.7,0.006,0.004,0.001,3,1743.89,127.06,293.15,190.0,0.13,0.295,0,73.1,30.59,0
2021-02,MINE_074,Mazowe ASM Cluster 074,Mashonaland Central,Mazowe,ASM,Cooperative,-17.571085213263423,30.803863016074715,Harare,39.7,Mutare,258.9,12.02,3.63,76.8,0.034,0.018,0.016,14,1743.89,127.06,293.15,157.6,0.13,0.295,0,68.1,30.59,0
2021-02,MINE_075,Chegutu ASM Cluster 075,Mashonaland West,Chegutu,ASM,Cooperative,-17.34341753031493,29.889095401969957,Kadoma,109.6,Chirundu,185.9,19.01,3.45,72.3,0.047,0.032,0.015,8,1743.89,127.06,293.15,140.1,0.13,0.295,0,60.1,30.59,0
2021-02,MINE_076,Penhalonga Gold Mine 076,Manicaland,Penhalonga,LSM,Licensed,-18.624852144896238,32.40393446284909,Mutare,48.4,Mutare,48.4,10.57,5.54,69.5,0.041,0.028,0.013,42,1743.89,127.06,293.15,153.4,0.13,0.295,0,58.3,30.59,1
2021-02,MINE_077,Kwekwe ASM Cluster 077,Midlands,Kwekwe,ASM,Licensed,-19.204007416473548,29.8696761091483,Kwekwe,31.1,Plumtree,268.9,3.69,3.41,71.4,0.009,0.008,0.001,3,1743.89,127.06,293.15,214.4,0.13,0.295,0,100.8,30.59,0
2021-02,MINE_078,Shurugwi ASM Cluster 078,Midlands,Shurugwi,ASM,Informal,-18.912078258010396,29.58569457459209,Kwekwe,25.0,Plumtree,262.9,3.79,3.87,65.2,0.01,0.005,0.005,24,1743.89,127.06,293.15,197.4,0.13,0.295,0,61.0,30.59,0
2021-02,MINE_079,Mazowe Gold Mine 079,Mashonaland Central,Mazowe,LSM,Licensed,-16.64026764665657,31.342149876273535,Harare,136.0,Chirundu,284.8,13.27,2.67,72.9,0.026,0.016,0.01,38,1743.89,127.06,293.15,148.4,0.13,0.295,0,44.8,30.59,1
2021-02,MINE_080,Bindura ASM Cluster 080,Mashonaland Central,Bindura,ASM,Cooperative,-17.557391049160795,31.396966082590147,Harare,49.0,Mutare,211.1,8.99,2.81,59.2,0.015,0.005,0.01,32,1743.89,127.06,293.15,198.3,0.13,0.295,0,48.2,30.59,1
2021-02,MINE_081,Gwanda ASM Cluster 081,Matabeleland South,Gwanda,ASM,Cooperative,-21.292404501068198,29.636125381122735,Gwanda,79.8,Beitbridge,110.6,5.57,1.89,80.2,0.008,0.003,0.005,25,1743.89,127.06,293.15,218.3,0.13,0.295,0,49.0,30.59,0
2021-02,MINE_082,Bubi Gold Mine 082,Matabeleland North,Bubi,LSM,Licensed,-19.15242132629778,27.25379530449449,Gwanda,278.2,Plumtree,159.8,20.87,6.13,70.2,0.09,0.034,0.056,27,1743.89,127.06,293.15,206.6,0.13,0.295,0,27.4,30.59,1
2021-02,MINE_083,Chegutu ASM Cluster 083,Mashonaland West,Chegutu,ASM,Licensed,-17.210987161226704,29.92383427808095,Kadoma,124.2,Chirundu,177.2,8.98,3.08,67.7,0.019,0.008,0.011,23,1743.89,127.06,293.15,177.9,0.13,0.295,0,62.2,30.59,0
2021-02,MINE_084,Bubi ASM Cluster 084,Matabeleland North,Bubi,ASM,Informal,-19.253381952001654,28.069037894796185,Kwekwe,196.6,Plumtree,139.2,4.66,2.13,76.7,0.008,0.003,0.005,36,1743.89,127.06,293.15,195.1,0.13,0.295,0,14.7,30.59,1
2021-02,MINE_085,Hwange ASM Cluster 085,Matabeleland North,Hwange,ASM,Cooperative,-19.57361643480086,27.273879150692753,Gwanda,245.2,Plumtree,116.9,12.35,4.51,79.6,0.044,0.013,0.032,6,1743.89,127.06,293.15,210.5,0.13,0.295,0,35.0,30.59,0
2021-02,MINE_086,Beitbridge ASM Cluster 086,Matabeleland South,Beitbridge,ASM,Licensed,-21.266854328887657,29.155256914510367,Gwanda,39.7,Beitbridge,141.4,6.92,4.54,68.0,0.021,0.016,0.005,36,1743.89,127.06,293.15,141.9,0.13,0.295,0,66.1,30.59,0
2021-02,MINE_087,Zvishavane Gold Mine 087,Midlands,Zvishavane,LSM,Licensed,-19.02313051282423,29.902345592444995,Kwekwe,14.6,Plumtree,283.0,22.45,2.9,77.6,0.051,0.042,0.009,13,1743.89,127.06,293.15,180.0,0.13,0.295,0,94.1,30.59,0
2021-02,MINE_088,Kwekwe ASM Cluster 088,Midlands,Kwekwe,ASM,Informal,-18.916992760200994,30.04815497471081,Kwekwe,26.5,Mutare,291.1,3.55,4.24,59.5,0.009,0.004,0.005,29,1743.89,127.06,293.15,173.8,0.13,0.295,0,55.7,30.59,0
2021-02,MINE_089,Hwange ASM Cluster 089,Matabeleland North,Hwange,ASM,Pending,-19.496099432436626,27.936060223147194,Gwanda,199.7,Plumtree,110.1,6.02,1.88,62.5,0.007,0.003,0.004,40,1743.89,127.06,293.15,204.9,0.13,0.295,0,10.1,30.59,1
2021-02,MINE_090,Beitbridge ASM Cluster 090,Matabeleland South,Beitbridge,ASM,Licensed,-21.079397049971387,30.216050749976883,Gwanda,134.8,Beitbridge,128.9,8.19,2.95,56.3,0.014,0.006,0.007,35,1743.89,127.06,293.15,214.9,0.13,0.295,0,48.0,30.59,1
2021-02,MINE_091,Shurugwi ASM Cluster 091,Midlands,Shurugwi,ASM,Cooperative,-18.812299795670498,29.542852733075115,Kwekwe,32.4,Plumtree,267.0,4.37,2.68,63.8,0.007,0.003,0.005,39,1743.89,127.06,293.15,203.5,0.13,0.295,0,44.5,30.59,1
2021-02,MINE_092,Gwanda ASM Cluster 092,Matabeleland South,Gwanda,ASM,Licensed,-21.321267749418332,29.544741724572955,Gwanda,72.9,Beitbridge,111.8,9.23,2.25,74.7,0.016,0.008,0.007,17,1743.89,127.06,293.15,152.5,0.13,0.295,0,78.4,30.59,0
2021-02,MINE_093,Bindura Gold Mine 093,Mashonaland Central,Bindura,LSM,Licensed,-17.267038835597756,31.41420014822763,Harare,74.4,Mutare,234.9,18.79,3.91,60.0,0.044,0.037,0.007,2,1743.89,127.06,293.15,211.4,0.13,0.295,0,93.1,30.59,0
2021-02,MINE_094,Gweru ASM Cluster 094,Midlands,Gweru,ASM,Informal,-18.858028712627938,29.778151326202938,Kwekwe,8.7,Plumtree,283.1,5.33,2.22,84.1,0.01,0.007,0.003,2,1743.89,127.06,293.15,174.6,0.13,0.295,0,86.3,30.59,0
2021-02,MINE_095,Bubi ASM Cluster 095,Matabeleland North,Bubi,ASM,Pending,-19.75403811542052,27.04554583259424,Gwanda,254.7,Plumtree,117.0,4.37,4.71,59.2,0.012,0.008,0.004,25,1743.89,127.06,293.15,175.7,0.13,0.295,0,14.1,30.59,1
2021-02,MINE_096,Gwanda Gold Mine 096,Matabeleland South,Gwanda,LSM,Licensed,-21.133954485620105,29.65691963829704,Gwanda,75.0,Beitbridge,126.4,54.88,3.87,67.6,0.144,0.055,0.089,41,1743.89,127.06,293.15,177.8,0.13,0.295,0,54.0,30.59,1
2021-02,MINE_097,Kadoma Gold Mine 097,Mashonaland West,Kadoma,LSM,Licensed,-17.43577187676094,29.426278366386406,Kadoma,113.4,Chirundu,168.6,29.17,3.78,66.4,0.073,0.041,0.032,28,1743.89,127.06,293.15,195.5,0.13,0.295,0,59.3,30.59,0
2021-02,MINE_098,Chegutu ASM Cluster 098,Mashonaland West,Chegutu,ASM,Cooperative,-17.448045722244647,29.915595213918653,Kadoma,97.9,Chirundu,196.9,7.18,4.95,79.6,0.028,0.013,0.016,20,1743.89,127.06,293.15,117.8,0.13,0.295,0,50.4,30.59,0
2021-02,MINE_099,Chipinge Gold Mine 099,Manicaland,Chipinge,LSM,Licensed,-18.96515723086034,32.346117531783655,Mutare,36.0,Mutare,36.0,21.3,3.91,67.1,0.056,0.04,0.015,1,1743.89,127.06,293.15,167.7,0.13,0.295,0,101.8,30.59,0
2021-02,MINE_100,Chegutu ASM Cluster 100,Mashonaland West,Chegutu,ASM,Licensed,-17.4825373844662,29.457108910650813,Kadoma,107.2,Chirundu,174.7,2.5,1.76,60.2,0.003,0.001,0.001,40,1743.89,127.06,293.15,206.3,0.13,0.295,0,48.6,30.59,1
2021-02,MINE_101,Mutare Gold Mine 101,Manicaland,Mutare,LSM,Licensed,-18.592663791895514,32.468235357910466,Mutare,47.5,Mutare,47.5,15.45,5.93,85.0,0.078,0.039,0.038,28,1743.89,127.06,293.15,143.7,0.13,0.295,0,72.5,30.59,0
2021-02,MINE_102,Kadoma Gold Mine 102,Mashonaland West,Kadoma,LSM,Licensed,-17.17508462704742,30.116140615610473,Harare,126.6,Chirundu,189.5,44.75,4.8,80.0,0.172,0.144,0.027,31,1743.89,127.06,293.15,164.6,0.13,0.295,0,53.7,30.59,0
2021-02,MINE_103,Penhalonga ASM Cluster 103,Manicaland,Penhalonga,ASM,Informal,-19.113300810387127,32.01865248802546,Mutare,74.0,Mutare,74.0,7.34,2.32,82.2,0.014,0.011,0.003,2,1743.89,127.06,293.15,157.5,0.13,0.295,0,73.2,30.59,0
2021-02,MINE_104,Kadoma ASM Cluster 104,Mashonaland West,Kadoma,ASM,Pending,-17.345489419837403,29.954135785273664,Kadoma,109.3,Chirundu,190.6,2.5,3.37,61.5,0.005,0.004,0.001,8,1743.89,127.06,293.15,203.5,0.13,0.295,0,60.1,30.59,0
2021-02,MINE_105,Bindura Gold Mine 105,Mashonaland Central,Bindura,LSM,Licensed,-17.045485694108184,32.35581944719642,Harare,169.1,Mutare,216.4,24.77,6.29,68.9,0.107,0.066,0.042,3,1743.89,127.06,293.15,135.8,0.13,0.295,0,73.2,30.59,0
2021-02,MINE_106,Bindura ASM Cluster 106,Mashonaland Central,Bindura,ASM,Pending,-17.02873284679205,31.54066969205418,Harare,104.3,Mutare,249.3,2.5,2.48,72.1,0.004,0.001,0.003,34,1743.89,127.06,293.15,209.4,0.13,0.295,0,35.1,30.59,1
2021-02,MINE_107,Hwange Gold Mine 107,Matabeleland North,Hwange,LSM,Licensed,-19.21379947095204,27.695417375391738,Kwekwe,236.8,Plumtree,141.1,13.38,4.36,82.8,0.048,0.037,0.011,40,1743.89,127.06,293.15,159.0,0.13,0.295,0,22.6,30.59,1
2021-02,MINE_108,Gweru ASM Cluster 108,Midlands,Gweru,ASM,Cooperative,-19.094580773392103,30.02769076614798,Kwekwe,30.3,Plumtree,290.3,2.59,1.87,65.4,0.003,0.002,0.001,7,1743.89,127.06,293.15,179.7,0.13,0.295,0,76.9,30.59,0
2021-02,MINE_109,Kwekwe ASM Cluster 109,Midlands,Kwekwe,ASM,Cooperative,-19.23184756436127,29.728954417978,Kwekwe,34.7,Plumtree,254.1,2.5,4.5,58.5,0.007,0.004,0.002,31,1743.89,127.06,293.15,213.2,0.13,0.295,0,52.1,30.59,0
2021-02,MINE_110,Hwange ASM Cluster 110,Matabeleland North,Hwange,ASM,Licensed,-19.64560906434873,27.524562241815897,Gwanda,218.7,Plumtree,97.9,5.0,1.77,75.9,0.007,0.004,0.002,12,1743.89,127.06,293.15,169.1,0.13,0.295,0,54.3,30.59,0
2021-02,MINE_111,Chipinge ASM Cluster 111,Manicaland,Chipinge,ASM,Licensed,-18.005602429997946,31.739820442222474,Harare,79.0,Mutare,148.7,3.98,3.49,67.3,0.009,0.006,0.003,9,1743.89,127.06,293.15,249.2,0.13,0.295,0,85.2,30.59,0
2021-02,MINE_112,Hwange ASM Cluster 112,Matabeleland North,Hwange,ASM,Informal,-19.294121942887646,27.016185238643104,Gwanda,287.0,Plumtree,158.4,12.64,2.57,69.3,0.023,0.008,0.014,20,1743.89,127.06,293.15,156.7,0.13,0.295,0,12.6,30.59,1
2021-02,MINE_113,Bindura ASM Cluster 113,Mashonaland Central,Bindura,ASM,Cooperative,-17.34157955973683,31.526685179090208,Harare,75.8,Mutare,220.9,8.55,4.0,63.8,0.022,0.014,0.008,15,1743.89,127.06,293.15,217.4,0.13,0.295,0,59.8,30.59,0
2021-02,MINE_114,Beitbridge ASM Cluster 114,Matabeleland South,Beitbridge,ASM,Licensed,-20.98071599427136,29.076676566621206,Gwanda,8.7,Plumtree,151.2,11.01,1.52,56.3,0.009,0.009,0.001,11,1743.89,127.06,293.15,169.4,0.13,0.295,0,97.3,30.59,0
2021-02,MINE_115,Hwange ASM Cluster 115,Matabeleland North,Hwange,ASM,Pending,-19.714591112777992,27.703879324680404,Gwanda,198.8,Plumtree,85.8,4.76,4.08,61.5,0.012,0.006,0.006,18,1743.89,127.06,293.15,208.6,0.13,0.295,0,32.2,30.59,1
2021-02,MINE_116,Bindura ASM Cluster 116,Mashonaland Central,Bindura,ASM,Informal,-17.41910998951514,31.26493757687459,Harare,51.5,Mutare,232.3,5.49,4.68,70.3,0.018,0.014,0.004,31,1743.89,127.06,293.15,190.7,0.13,0.295,0,48.7,30.59,1
2021-02,MINE_117,Chegutu ASM Cluster 117,Mashonaland West,Chegutu,ASM,Pending,-17.486328448028857,29.604519895718255,Kadoma,100.0,Chirundu,182.1,11.06,3.01,74.0,0.025,0.021,0.004,12,1743.89,127.06,293.15,140.8,0.13,0.295,0,58.0,30.59,0
2021-02,MINE_118,Bubi ASM Cluster 118,Matabeleland North,Bubi,ASM,Cooperative,-18.856816773202404,27.690175706695403,Kwekwe,235.4,Plumtree,180.7,6.33,4.95,64.2,0.02,0.01,0.011,6,1743.89,127.06,293.15,161.0,0.13,0.295,0,36.9,30.59,0
2021-02,MINE_119,Chipinge Gold Mine 119,Manicaland,Chipinge,LSM,Licensed,-19.30754277599728,32.355936294430826,Mutare,51.2,Mutare,51.2,37.47,3.68,71.8,0.099,0.05,0.049,32,1743.89,127.06,293.15,190.5,0.13,0.295,0,67.8,30.59,0
2021-02,MINE_120,Bindura ASM Cluster 120,Mashonaland Central,Bindura,ASM,Cooperative,-17.398535939430516,31.455730000438866,Harare,65.7,Mutare,220.4,5.44,4.55,72.4,0.018,0.01,0.008,19,1743.89,127.06,293.15,200.8,0.13,0.295,0,57.9,30.59,0
2021-02,MINE_121,Penhalonga ASM Cluster 121,Manicaland,Penhalonga,ASM,Informal,-18.93775622152981,32.265579067559926,Mutare,45.0,Mutare,45.0,4.32,2.29,69.3,0.007,0.005,0.002,6,1743.89,127.06,293.15,207.0,0.13,0.295,0,75.0,30.59,0
2021-02,MINE_122,Beitbridge Gold Mine 122,Matabeleland South,Beitbridge,LSM,Licensed,-20.84850381630586,29.659726558251034,Gwanda,72.8,Beitbridge,156.9,14.17,3.99,84.8,0.048,0.038,0.01,44,1743.89,127.06,293.15,168.4,0.13,0.295,0,51.4,30.59,1
2021-02,MINE_123,Bubi ASM Cluster 123,Matabeleland North,Bubi,ASM,Cooperative,-19.860088922116734,27.399649629247715,Gwanda,215.2,Plumtree,82.5,7.37,2.34,70.5,0.012,0.008,0.004,26,1743.89,127.06,293.15,168.8,0.13,0.295,0,21.0,30.59,1
2021-02,MINE_124,Beitbridge ASM Cluster 124,Matabeleland South,Beitbridge,ASM,Informal,-21.142483593348288,29.204001230227885,Gwanda,31.1,Beitbridge,148.7,15.44,4.73,74.7,0.055,0.028,0.026,20,1743.89,127.06,293.15,160.1,0.13,0.295,0,63.8,30.59,0
2021-02,MINE_125,Hwange ASM Cluster 125,Matabeleland North,Hwange,ASM,Informal,-18.97036372791567,27.621494513288287,Kwekwe,243.0,Plumtree,168.9,13.96,2.69,83.1,0.031,0.025,0.006,8,1743.89,127.06,293.15,165.6,0.13,0.295,0,33.4,30.59,0
2021-03,MINE_001,Bubi ASM Cluster 001,Matabeleland North,Bubi,ASM,Cooperative,-19.35098575409663,27.458520709648646,Gwanda,246.5,Plumtree,131.3,18.14,1.83,60.2,0.02,0.01,0.01,1,1791.32,100.98,295.76,121.9,0.121,0.157,0,39.7,30.59,0
2021-03,MINE_002,Kadoma ASM Cluster 002,Mashonaland West,Kadoma,ASM,Licensed,-17.305693438569794,30.25690895692241,Harare,105.5,Chirundu,210.8,10.65,4.94,56.9,0.03,0.014,0.016,40,1791.32,100.98,295.76,131.1,0.121,0.157,0,48.9,30.59,1
2021-03,MINE_003,Bubi ASM Cluster 003,Matabeleland North,Bubi,ASM,Licensed,-19.570246012417,27.429758912915247,Gwanda,232.1,Plumtree,109.4,12.24,4.58,77.7,0.044,0.032,0.011,25,1791.32,100.98,295.76,138.7,0.121,0.157,0,38.6,30.59,1
2021-03,MINE_004,Kwekwe ASM Cluster 004,Midlands,Kwekwe,ASM,Licensed,-18.52623615534778,30.030230418745873,Kadoma,25.0,Mutare,297.1,5.0,4.27,77.7,0.017,0.015,0.002,41,1791.32,100.98,295.76,111.7,0.121,0.157,0,64.0,30.59,0
2021-03,MINE_005,Gwanda Gold Mine 005,Matabeleland South,Gwanda,LSM,Licensed,-21.140842315780485,29.56276801307579,Gwanda,65.3,Beitbridge,129.2,20.14,2.83,55.6,0.032,0.021,0.01,28,1791.32,100.98,295.76,132.1,0.121,0.157,0,68.9,30.59,0
2021-03,MINE_006,Hwange ASM Cluster 006,Matabeleland North,Hwange,ASM,Cooperative,-19.63902530784374,27.360281073928924,Gwanda,233.2,Plumtree,105.9,8.89,2.66,73.7,0.017,0.004,0.013,37,1791.32,100.98,295.76,127.7,0.121,0.157,0,6.4,30.59,1
2021-03,MINE_007,Shurugwi ASM Cluster 007,Midlands,Shurugwi,ASM,Cooperative,-18.92741131853019,29.22601592660266,Kwekwe,64.8,Plumtree,233.2,7.68,3.72,80.7,0.023,0.018,0.005,22,1791.32,100.98,295.76,123.5,0.121,0.157,0,55.0,30.59,0
2021-03,MINE_008,Mazowe ASM Cluster 008,Mashonaland Central,Mazowe,ASM,Cooperative,-17.717475349753908,31.031313741227706,Harare,12.7,Mutare,228.9,6.72,2.35,63.9,0.01,0.007,0.003,25,1791.32,100.98,295.76,153.4,0.121,0.157,0,62.5,30.59,0
2021-03,MINE_009,Kwekwe ASM Cluster 009,Midlands,Kwekwe,ASM,Cooperative,-19.303849336100328,29.894274199778582,Kwekwe,42.5,Plumtree,265.6,7.39,1.93,70.0,0.01,0.008,0.002,15,1791.32,100.98,295.76,128.3,0.121,0.157,0,66.5,30.59,0
2021-03,MINE_010,Shamva ASM Cluster 010,Mashonaland Central,Shamva,ASM,Licensed,-17.47240722265636,30.776308889599413,Harare,50.0,Chirundu,267.1,6.29,1.73,84.2,0.009,0.007,0.002,30,1791.32,100.98,295.76,123.9,0.121,0.157,0,70.0,30.59,0
2021-03,MINE_011,Hwange ASM Cluster 011,Matabeleland North,Hwange,ASM,Pending,-19.060305369323533,27.43226710985404,Kwekwe,264.3,Plumtree,163.1,15.08,4.23,69.3,0.044,0.036,0.008,19,1791.32,100.98,295.76,129.2,0.121,0.157,0,18.1,30.59,1
2021-03,MINE_012,Gweru Gold Mine 012,Midlands,Gweru,LSM,Licensed,-18.979741538593622,29.372575544135962,Kwekwe,48.9,Plumtree,240.4,26.71,3.31,82.6,0.073,0.033,0.04,41,1791.32,100.98,295.76,140.2,0.121,0.157,0,59.2,30.59,1
2021-03,MINE_013,Beitbridge ASM Cluster 013,Matabeleland South,Beitbridge,ASM,Licensed,-21.163314817357556,29.433276776912958,Gwanda,53.1,Beitbridge,133.1,12.41,4.38,61.9,0.034,0.026,0.008,5,1791.32,100.98,295.76,137.5,0.121,0.157,0,94.4,30.59,0
2021-03,MINE_014,Shurugwi Gold Mine 014,Midlands,Shurugwi,LSM,Licensed,-19.34529807322669,29.9127094055037,Kwekwe,47.5,Plumtree,265.2,35.08,2.52,55.6,0.049,0.042,0.007,21,1791.32,100.98,295.76,108.1,0.121,0.157,0,79.5,30.59,0
2021-03,MINE_015,Shurugwi Gold Mine 015,Midlands,Shurugwi,LSM,Licensed,-19.18019160697564,29.712491875062017,Kwekwe,29.8,Plumtree,255.8,33.51,2.81,59.9,0.056,0.05,0.006,18,1791.32,100.98,295.76,110.2,0.121,0.157,0,86.0,30.59,0
2021-03,MINE_016,Penhalonga ASM Cluster 016,Manicaland,Penhalonga,ASM,Cooperative,-18.880511983668818,32.855683455352676,Mutare,22.9,Mutare,22.9,7.43,1.83,69.5,0.009,0.008,0.001,4,1791.32,100.98,295.76,165.1,0.121,0.157,0,81.4,30.59,0
2021-03,MINE_017,Chegutu ASM Cluster 017,Mashonaland West,Chegutu,ASM,Cooperative,-17.504049167421382,29.48268672131323,Kadoma,103.7,Chirundu,178.1,11.93,4.74,79.8,0.045,0.034,0.012,15,1791.32,100.98,295.76,153.9,0.121,0.157,0,54.3,30.59,0
2021-03,MINE_018,Bubi ASM Cluster 018,Matabeleland North,Bubi,ASM,Informal,-19.253236526369044,27.133746905008692,Gwanda,280.1,Plumtree,155.5,21.48,4.98,58.9,0.063,0.025,0.038,3,1791.32,100.98,295.76,109.9,0.121,0.157,0,31.0,30.59,0
2021-03,MINE_019,Gwanda ASM Cluster 019,Matabeleland South,Gwanda,ASM,Pending,-20.937340921498574,28.812098962836068,Gwanda,22.0,Plumtree,122.3,10.44,3.87,83.6,0.034,0.018,0.016,23,1791.32,100.98,295.76,129.6,0.121,0.157,0,62.6,30.59,0
2021-03,MINE_020,Shamva ASM Cluster 020,Mashonaland Central,Shamva,ASM,Informal,-17.598455814669528,31.259058370760737,Harare,34.6,Mutare,218.4,5.53,3.42,68.6,0.013,0.01,0.003,39,1791.32,100.98,295.76,127.0,0.121,0.157,0,44.1,30.59,1
2021-03,MINE_021,Hwange Gold Mine 021,Matabeleland North,Hwange,LSM,Licensed,-19.278460026001376,27.551410484356992,Gwanda,245.4,Plumtree,136.4,37.76,2.88,64.6,0.07,0.036,0.034,18,1791.32,100.98,295.76,104.7,0.121,0.157,0,42.9,30.59,0
2021-03,MINE_022,Shurugwi Gold Mine 022,Midlands,Shurugwi,LSM,Licensed,-19.03469448471647,29.709668891323215,Kwekwe,16.1,Plumtree,265.0,25.98,4.29,82.5,0.092,0.08,0.012,21,1791.32,100.98,295.76,99.2,0.121,0.157,0,85.8,30.59,0
2021-03,MINE_023,Bindura ASM Cluster 023,Mashonaland Central,Bindura,ASM,Informal,-17.643556597110226,30.984046737481588,Harare,22.0,Mutare,238.1,5.55,2.87,72.7,0.012,0.01,0.002,13,1791.32,100.98,295.76,117.3,0.121,0.157,0,72.6,30.59,0
2021-03,MINE_024,Beitbridge ASM Cluster 024,Matabeleland South,Beitbridge,ASM,Pending,-21.138191631287935,29.717136667865674,Gwanda,81.5,Beitbridge,124.1,7.46,4.79,64.5,0.023,0.019,0.004,29,1791.32,100.98,295.76,122.0,0.121,0.157,0,44.7,30.59,1
2021-03,MINE_025,Chipinge ASM Cluster 025,Manicaland,Chipinge,ASM,Cooperative,-18.596914513129462,31.771087953391177,Mutare,108.0,Mutare,108.0,13.32,3.35,82.8,0.037,0.013,0.024,19,1791.32,100.98,295.76,138.5,0.121,0.157,0,49.4,30.59,0
2021-03,MINE_026,Kadoma Gold Mine 026,Mashonaland West,Kadoma,LSM,Licensed,-17.40277480918156,29.684475315875105,Kadoma,106.2,Chirundu,178.3,29.68,6.34,64.9,0.122,0.054,0.068,39,1791.32,100.98,295.76,101.7,0.121,0.157,0,49.8,30.59,1
2021-03,MINE_027,Beitbridge Gold Mine 027,Matabeleland South,Beitbridge,LSM,Licensed,-21.203076600091787,29.58350288665226,Gwanda,70.0,Beitbridge,122.0,32.09,2.79,80.1,0.072,0.066,0.006,8,1791.32,100.98,295.76,119.0,0.121,0.157,0,88.0,30.59,0
2021-03,MINE_028,Chipinge ASM Cluster 028,Manicaland,Chipinge,ASM,Informal,-18.390700143251212,32.579384035734854,Mutare,65.1,Mutare,65.1,18.48,4.49,84.2,0.07,0.058,0.012,20,1791.32,100.98,295.76,88.8,0.121,0.157,0,57.0,30.59,0
2021-03,MINE_029,Karoi ASM Cluster 029,Mashonaland West,Karoi,ASM,Licensed,-17.75176525696679,29.707236287244637,Kadoma,68.4,Chirundu,213.5,11.09,3.07,64.3,0.022,0.017,0.004,23,1791.32,100.98,295.76,73.5,0.121,0.157,0,73.3,30.59,0
2021-03,MINE_030,Shurugwi ASM Cluster 030,Midlands,Shurugwi,ASM,Pending,-18.90062097057893,30.09266353813671,Kwekwe,31.5,Mutare,286.2,10.34,4.57,71.3,0.034,0.021,0.013,11,1791.32,100.98,295.76,159.4,0.121,0.157,0,72.7,30.59,0
2021-03,MINE_031,Gwanda ASM Cluster 031,Matabeleland South,Gwanda,ASM,Pending,-21.143752271353588,29.344302307000852,Gwanda,43.5,Beitbridge,139.9,5.0,3.68,65.7,0.012,0.007,0.005,38,1791.32,100.98,295.76,159.8,0.121,0.157,0,43.3,30.59,1
2021-03,MINE_032,Beitbridge Gold Mine 032,Matabeleland South,Beitbridge,LSM,Licensed,-21.331900492201807,29.041138012775797,Gwanda,43.6,Beitbridge,145.1,19.3,4.08,84.5,0.067,0.055,0.011,36,1791.32,100.98,295.76,126.9,0.121,0.157,0,65.3,30.59,0
2021-03,MINE_033,Kwekwe ASM Cluster 033,Midlands,Kwekwe,ASM,Cooperative,-18.75624225328174,30.20687200857125,Kwekwe,48.1,Mutare,274.4,5.68,3.78,77.7,0.017,0.01,0.007,33,1791.32,100.98,295.76,126.7,0.121,0.157,0,47.4,30.59,1
